167.,2010-10-21 17:10:55,107.87,100%,Remember that humor is written backwards. That means you fir...,No win (2 of 2)
166.,2010-10-21 17:10:20,121.88,100%,At first they had tried to keep the finding quiet. After all...,No win (1 of 1)
165.,2010-10-21 17:09:35,139.95,100%,"Do you smell that? Napalm, son. Nothing else in the world sm...",Win (1 of 4)
164.,2010-10-21 17:08:47,141.42,100%,"And today, Lady Liberty is under attack from the cable chann...",Win (1 of 3)
163.,2010-10-21 17:07:52,136.90,100%,"In the English language, swearing is essential to effective ...",Win (1 of 2)
162.,2010-10-21 15:30:41,110.31,100%,The Inca believed that if one did not give thanks and obedie...,Win (1 of 3)
161.,2010-10-21 15:30:02,117.96,100%,My entire life had been on a predictable trajectory dominate...,Win (1 of 3)
160.,2010-10-21 15:29:13,118.71,100%,We began to recognize in them a strange obsession. After all...,Win (1 of 4)
159.,2010-10-21 15:28:20,111.68,100%,My entire life had been on a predictable trajectory dominate...,Win (1 of 4)
158.,2010-10-21 15:27:27,119.03,100%,Lucid but wholly false recollections can easily be induced b...,Win (1 of 5)
157.,2010-10-21 15:26:55,96.98,100%,"According to the popular story, the keyboard invented by Aug...",No win (2 of 2)
156.,2010-10-21 15:25:50,128.11,100%,To an outsider's ear it sounds absurdly wild and ridiculous ...,Win (1 of 3)
155.,2010-10-21 15:25:17,142.05,100%,I don't believe in painted roses or bleeding hearts while bu...,Win (1 of 3)
154.,2010-10-21 15:24:48,98.31,100%,All the blue light reflections that color my mind when I sle...,No win (2 of 4)
153.,2010-10-21 15:24:01,124.04,100%,"The only people for me are the mad ones, the ones who are ma...",No win (2 of 4)
152.,2010-10-21 15:23:14,134.95,100%,"They say that right after God created man, he took a rib fro...",Win (1 of 3)
151.,2010-10-21 15:22:35,126.27,100%,"Keying text quickly is important, but it is more important t...",Win (1 of 3)
150.,2010-10-21 15:21:55,135.45,100%,Parisian French is different from Provincial French and Germ...,Win (1 of 3)
149.,2010-10-21 15:21:20,141.36,100%,"I had a job, I had a girl. I had something going, mister, in...",Win (1 of 2)
148.,2010-10-20 19:12:40,153.37,100%,"I know that the idea of raising well-rounded, smarter kids c...",Win (1 of 3)
147.,2010-10-20 19:11:47,116.26,100%,"A little boy went out to play. When he opened his door, he s...",Win (1 of 3)
146.,2010-10-20 19:11:12,140.22,100%,"I had a dream. There was our world, and the world was dark b...",Win (1 of 4)
145.,2010-10-20 19:05:24,119.00,100%,A total of twenty-five friends were headed from San Francisc...,No win (2 of 3)
144.,2010-10-20 19:04:27,111.40,100%,"I had a job, I had a girl. I had something going, mister, in...",No win (3 of 4)
143.,2010-10-20 19:03:43,129.74,100%,"He started running, up and up, until he hurled himself into ...",Win (1 of 2)
142.,2010-10-20 19:02:54,120.32,100%,"A long time ago, I was in Burma, my friends and I were worki...",Win (1 of 3)
141.,2010-10-20 19:01:57,112.04,100%,The beginner writes just twenty pieces. The professional wri...,No win (2 of 3)
140.,2010-10-20 19:01:19,121.82,100%,"The terminator wouldn't stop, it would never leave him. It w...",Win (1 of 5)
139.,2010-10-20 18:57:40,113.44,100%,"You needn't take it any further, sir. You've proved to me th...",No win (2 of 4)
138.,2010-10-20 18:57:04,110.22,100%,"As customers of all races, nationalities, and cultures visit...",No win (2 of 3)
137.,2010-10-20 18:42:29,122.87,100%,To drive out of the Central Valley of California on a hot da...,Win (1 of 2)
136.,2010-10-20 18:22:24,153.83,100%,"I went to the woods because I wished to live deliberately, t...",Win (1 of 3)
135.,2010-10-20 18:21:46,104.96,100%,"I'd been walking for hours and, as usual, I'd lost track of ...",Win (1 of 2)
134.,2010-10-20 18:19:26,137.91,100%,"Hey Mr. Tambourine Man, play a song for me, I'm not sleepy a...",Win (1 of 2)
133.,2010-10-20 18:18:42,156.36,100%,"If we all go for the blonde and block each other, not a sing...",Win (1 of 3)
132.,2010-10-20 18:17:57,152.53,100%,"Ticking away the moments that make up a dull day, you fritte...",Win (1 of 4)
131.,2010-10-20 18:17:01,114.15,100%,"Disillusion is the greatest gift I can give you. But, becaus...",Win (1 of 2)
130.,2010-10-20 18:16:03,137.23,100%,Every time I think of you I feel shot right through with a b...,Win (1 of 2)
129.,2010-10-20 16:32:27,130.96,100%,Space is big. Really big. You just won't believe how vastly ...,Win (1 of 2)
128.,2010-10-20 16:31:52,101.45,100%,"As the netted bag says, this potato was grown in Idaho, that...",Win (1 of 4)
127.,2010-10-20 16:24:37,116.58,100%,Paper as we know it today was invented in China in around 10...,Win (1 of 3)
126.,2010-10-20 16:23:47,112.07,100%,A glooming peace this morning with it brings. The sun for so...,Win (1 of 3)
125.,2010-10-20 16:22:58,109.52,100%,"Hello, hello, hello, is there anybody in there? Just nod if ...",No win (2 of 3)
124.,2010-10-20 16:22:03,125.67,100%,"Geometry sets out from certain conceptions such as ""plane,"" ...",Win (1 of 3)
123.,2010-10-20 16:21:01,130.57,100%,The streets were cleared by a Critical Mass bike ride and we...,Win (1 of 2)
122.,2010-10-20 16:20:24,138.55,100%,Corn is what feeds the steer that becomes the steak. Corn fe...,Win (1 of 2)
121.,2010-10-20 16:19:17,125.57,100%,"Good games stay within, but at the outer edge, of the player...",Win (1 of 2)
120.,2010-10-20 16:18:44,121.03,100%,Be impeccable with your word - speak with integrity. Say onl...,Win (1 of 3)
119.,2010-10-20 16:18:07,119.53,100%,Your faith was strong but you needed proof. You saw her bath...,Win (1 of 3)
118.,2010-10-20 16:17:28,123.42,100%,It is possible that I already had some presentiment of my fu...,No win (2 of 4)
117.,2010-10-20 16:16:54,157.23,100%,To an outsider's ear it sounds absurdly wild and ridiculous ...,Win (1 of 3)
116.,2010-10-20 16:16:15,121.36,100%,"My friend, I shall be pedagogic, and say you ought to start ...",No win (2 of 5)
115.,2010-10-20 16:15:36,127.10,100%,"Yet one fine day, in a fit of euphoria, after he had picked ...",Win (1 of 4)
114.,2010-10-20 16:14:52,145.74,100%,"I don't believe in an interventionist God, but I know, darli...",Win (1 of 3)
113.,2010-10-20 16:14:14,144.14,100%,I am learning about twenty new Italian words a day. Where am...,No win (2 of 4)
112.,2010-10-20 16:13:39,119.61,100%,Humans need to practice what they are learning a good deal b...,No win (2 of 4)
111.,2010-10-20 16:13:00,103.16,100%,"I'm so glad you came, I'm so glad you remembered, the walkin...",No win (2 of 5)
110.,2010-10-20 16:12:23,115.29,100%,"Imagine this: Here we are, a plane full of grown human being...",Win (1 of 3)
109.,2010-10-20 16:11:25,110.61,100%,"""This man right here,"" McGuinness said, pointing at Kenna, ""...",Win (1 of 2)
108.,2010-10-20 16:10:27,128.92,100%,"There is no pain, you are receding. A distant ship smoke on ...",Win (1 of 3)
107.,2010-10-20 16:09:41,123.01,100%,Now I want you to think and stop being a smart aleck. A man'...,Win (1 of 2)
106.,2010-10-20 16:08:57,132.76,100%,At the time when Britain faced a plunge into chaos and darkn...,Win (1 of 2)
105.,2010-10-20 16:08:08,127.85,100%,"I'm so glad you came, I'm so glad you remembered, the walkin...",Win (1 of 5)
104.,2010-10-20 16:07:37,132.55,100%,"I'm so glad you came, I'm so glad you remembered, to see how...",Win (1 of 4)
103.,2010-10-20 16:07:11,118.92,100%,The only preventive thing I do is wash clothes after buying ...,No win (2 of 4)
102.,2010-10-20 15:07:02,105.76,100%,"Milt, with the excellent timing of a master comedy writer, w...",Win (1 of 4)
101.,2010-10-20 15:06:16,113.64,100%,"Combat for a naval aviator is fought in short, violent burst...",Win (1 of 2)
100.,2010-10-20 15:05:23,124.92,100%,We may climb into the thin and cold realm of pure geometry a...,Win (1 of 2)
99.,2010-10-20 15:04:42,106.17,100%,"That's Tommy. He tells people he was named after a gun, but ...",No win (2 of 4)
98.,2010-10-20 15:04:17,111.55,100%,"But older than me now, more constant, more real, and the fur...",No win (2 of 4)
97.,2010-10-20 15:03:38,142.41,100%,"Whether you're a student, secretary, office administrator, m...",Win (1 of 3)
96.,2010-10-20 15:02:48,128.06,100%,Quality humor doesn't just deliver one gag and then tax the ...,Win (1 of 3)
95.,2010-10-20 15:02:00,116.25,100%,"All Ninja are men of peace, and must always remain so or los...",Win (1 of 2)
94.,2010-10-20 15:01:09,119.40,100%,These contests provided ample opportunity to demonstrate the...,Win (1 of 2)
93.,2010-10-20 15:00:09,131.75,100%,Convection also plays a minor role because of the relative t...,Win (1 of 2)
92.,2010-10-20 14:59:11,135.70,100%,"They say that right after God created man, he took a rib fro...",Win (1 of 4)
91.,2010-10-20 14:58:15,113.15,100%,It takes more than a calorie of fossil fuel energy to produc...,No win (2 of 3)
90.,2010-10-20 14:55:16,99.21,100%,"Good evening, London. Allow me first to apologize for this i...",Win (1 of 2)
89.,2010-10-20 14:54:01,116.28,100%,Once you get into the processed foods you have to be a fairl...,Win (1 of 2)
88.,2010-10-20 14:53:22,124.76,100%,"Good evening, London. Allow me first to apologize for this i...",Win (1 of 4)
87.,2010-10-20 14:52:16,131.04,100%,"My name is Turkish. Funny name for an Englishman, I know. My...",Win (1 of 4)
86.,2010-10-20 14:51:12,117.90,100%,Involuntarily I glanced seaward - and distinguished nothing ...,Win (1 of 3)
85.,2010-10-20 14:50:21,126.22,100%,Groups of illegal miners smuggle themselves down in freight ...,Win (1 of 3)
84.,2010-10-20 14:49:24,141.90,100%,Being able to quit things that don't work is integral to bei...,Win (1 of 3)
83.,2010-10-20 14:48:04,138.60,100%,"Well, it just so happens, this hacienda comes with its very ...",Win (1 of 4)
82.,2010-10-20 14:47:30,104.90,100%,"Time is tricky. You have whole months, even years, when noth...",No win (2 of 5)
81.,2010-10-20 14:46:37,106.53,100%,"In 1966, Andy Dufresne escaped from Shawshank prison. All th...",No win (2 of 2)
80.,2010-10-20 14:45:37,82.70,100%,"That's Tommy. He tells people he was named after a gun, but ...",No win (3 of 4)
79.,2010-10-19 01:44:55,104.03,100%,Music finds a comfortable parallel with that of human langua...,Win (1 of 2)
78.,2010-10-19 01:44:13,138.82,100%,"That day, for no particular reason, I decided to go for a li...",No win (1 of 1)
77.,2010-10-19 01:43:23,120.69,100%,Indonesia is a nation of islands - more than seventeen thous...,Win (1 of 2)
76.,2010-10-19 01:42:31,118.09,100%,"If I leave here tomorrow, would you still remember me? For I...",Win (1 of 3)
75.,2010-10-19 01:41:46,100.84,100%,"It turned out that the sweet-talking, tattoo-sporting pikey ...",No win (2 of 2)
74.,2010-10-19 01:40:55,99.23,100%,I had a friend who was a heavy drinker. If somebody asked hi...,No win (2 of 4)
73.,2010-10-19 01:40:08,121.25,100%,Ideology: the process of making ideas. The work was generall...,Win (1 of 3)
72.,2010-10-19 01:39:13,128.29,100%,"No matter how bad things are, you can always make things wor...",Win (1 of 3)
71.,2010-10-19 01:38:41,110.62,100%,"The goal of the true seeker is to become a sage, or superior...",No win (2 of 4)
70.,2010-10-19 01:37:38,120.96,100%,"As customers of all races, nationalities, and cultures visit...",Win (1 of 2)
69.,2010-10-19 01:36:40,106.56,100%,The unknown future rolls toward us. I face it for the first ...,Win (1 of 2)
68.,2010-10-19 01:36:06,104.10,100%,"It's a sunny, woodsy day in Lumberton, so get those chainsaw...",No win (3 of 3)
67.,2010-10-19 01:35:14,130.82,100%,"Keying text quickly is important, but it is more important t...",Win (1 of 2)
65.,2010-10-19 01:33:40,128.12,100%,"The time I waited seemed endless, and I felt doubts and fear...",Win (1 of 3)
64.,2010-10-19 01:33:01,149.18,100%,"If we all go for the blonde and block each other, not a sing...",Win (1 of 3)
63.,2010-10-19 01:32:08,109.45,100%,"With no map to navigate one's life, some of us have stood st...",Win (1 of 3)
62.,2010-10-19 01:31:05,122.07,100%,"With no map to navigate one's life, some of us have stood st...",No win (2 of 3)
61.,2010-10-19 01:30:07,115.65,100%,Instead of hiring workers during the peak hog kill in the wi...,No win (1 of 1)
60.,2010-10-19 01:29:14,123.52,100%,It is possible that I already had some presentiment of my fu...,Win (1 of 4)
59.,2010-10-19 01:28:41,129.07,100%,Chance and chance alone has a message for us. Everything tha...,Win (1 of 2)
58.,2010-10-19 01:28:00,120.80,100%,"When you are typing on a typewriter, your input appears dire...",Win (1 of 3)
57.,2010-10-19 01:27:24,125.16,100%,Remembering you running soft through the night. You were big...,Win (1 of 2)
56.,2010-10-19 01:26:47,127.03,100%,We sit silently and watch the world around us. This has take...,Win (1 of 4)
55.,2010-10-19 01:25:51,125.96,100%,If you're working out in front of a mirror and watching your...,Win (1 of 2)
54.,2010-10-19 01:25:09,100.30,100%,One essential rule: make sure the joke is the last possible ...,No win (2 of 2)
53.,2010-10-19 01:24:23,126.49,100%,"Let me get this straight. You think that your client, one of...",Win (1 of 3)
52.,2010-10-19 01:23:32,109.76,100%,Although the United Nations does not have the power to enfor...,No win (2 of 3)
51.,2010-10-19 01:22:47,111.14,100%,"Whether they use the title or not, many lyrics have evocativ...",Win (1 of 2)
50.,2010-10-19 01:22:11,107.17,100%,"It is a period of civil war. Rebel spaceships, striking from...",No win (2 of 2)
49.,2010-10-19 01:21:10,116.87,100%,Overhead the albatross hangs motionless upon the air and dee...,Win (1 of 4)
48.,2010-10-18 20:29:11,107.32,100%,I've seen things you people wouldn't believe. Attack ships o...,Win (1 of 2)
47.,2010-10-18 20:28:29,125.08,100%,"Whenever you watch the mind, you withdraw consciousness from...",Win (1 of 2)
46.,2010-10-18 20:27:31,130.36,100%,Corn is what feeds the steer that becomes the steak. Corn fe...,Win (1 of 3)
45.,2010-10-18 20:26:33,101.82,100%,Well I woke in mid-afternoon cause that's when it all hurts ...,No win (2 of 2)
44.,2010-10-18 20:25:17,131.64,100%,The only message I got was from the company that holds my st...,Win (1 of 3)
43.,2010-10-18 20:10:44,112.76,100%,Every time I think of you I feel shot right through with a b...,No win (3 of 5)
42.,2010-10-18 20:09:59,117.13,100%,"No matter how bad things are, you can always make things wor...",No win (2 of 2)
41.,2010-10-18 20:09:14,109.35,100%,The streets were cleared by a Critical Mass bike ride and we...,Win (1 of 4)
40.,2010-10-18 20:08:25,120.01,100%,So what's in this for you? Should you rush out in search of ...,Win (1 of 3)
39.,2010-10-18 20:07:41,119.98,100%,"I know a bloke who knows a bloke who knows a bloke. Now, I k...",Win (1 of 5)
38.,2010-10-18 20:07:15,125.65,100%,The odds are that you will generally meet the worst of them....,No win (2 of 3)
37.,2010-10-18 20:06:31,140.35,100%,Language is one of the keys to being human. It allows us to ...,Win (1 of 3)
36.,2010-10-18 20:05:51,129.84,100%,"The creation ends in South Georgia, at the very edge of the ...",No win (2 of 4)
35.,2010-10-18 20:05:05,117.27,100%,Don't take anything personally - nothing others do is becaus...,No win (2 of 3)
34.,2010-10-18 20:04:12,102.95,100%,In order to face down the danger that is stalking us and mov...,No win (2 of 3)
33.,2010-10-18 20:03:12,123.09,100%,Your inner child will be happy to know that when it comes to...,No win (2 of 3)
32.,2010-10-18 19:57:03,121.09,100%,The theory of music emphasizes the elements from which music...,No win (2 of 2)
31.,2010-10-18 19:56:15,132.21,100%,"We turn away to face the cold, enduring chill, as the day be...",No win (2 of 2)
30.,2010-10-18 19:55:28,136.26,100%,Overhead the albatross hangs motionless upon the air and dee...,Win (1 of 3)
29.,2010-10-18 19:54:55,102.39,100%,"King, eh? Very nice. And how'd you get that, eh? By exploiti...",No win (2 of 3)
28.,2010-10-18 19:54:04,106.37,100%,Once you get into the processed foods you have to be a fairl...,Win (1 of 3)
27.,2010-10-18 19:52:55,112.20,100%,"I went to the woods because I wished to live deliberately, t...",Win (1 of 3)
26.,2010-10-18 19:52:04,120.02,100%,"Whenever you watch the mind, you withdraw consciousness from...",Win (1 of 3)
25.,2010-10-18 19:51:11,117.32,100%,"Picking up the pieces, half alive in a nine 'til five, vacan...",Win (1 of 4)
24.,2010-10-18 19:50:25,123.75,100%,All that year the animals worked like slaves. But they were ...,Win (1 of 2)
23.,2010-10-18 02:36:19,106.46,100%,"I was hugely impressed. Kirk, I mean Shatner, was the ultima...",No win (2 of 4)
22.,2010-10-18 02:35:38,90.52,100%,"According to the popular story, the keyboard invented by Aug...",Win (1 of 3)
21.,2010-10-18 02:34:29,105.48,100%,It's the possibility of having a dream come true that makes ...,No win (2 of 4)
20.,2010-10-18 02:33:39,112.69,100%,In 1969 four computers located around the country were in co...,Win (1 of 2)
19.,2010-10-18 02:32:43,113.83,100%,Popularity is only partially about individual attractiveness...,No win (2 of 2)
18.,2010-10-18 02:31:49,130.87,100%,"If you don't get what you want, you suffer; if you get what ...",Win (1 of 2)
17.,2010-10-18 02:30:54,102.61,100%,"And today, Lady Liberty is under attack from the cable chann...",No win (3 of 3)
16.,2010-10-18 02:29:56,105.21,100%,Data is by definition easy to copy. And the Internet makes c...,Win (1 of 3)
15.,2010-10-18 02:29:02,140.81,100%,"If you really want to hear about it, the first thing you'll ...",Win (1 of 3)
14.,2010-10-18 02:28:15,98.70,100%,With the coming of Dean Moriarty began the part of my life y...,No win (3 of 4)
13.,2010-10-18 02:27:15,114.94,100%,All time is all time. It does not change. It does not lend i...,No win (3 of 4)
12.,2010-10-18 02:26:32,131.18,100%,"Contrary to the feminist cant, there are many things we can ...",Win (1 of 2)
11.,2010-10-18 02:25:55,112.13,100%,Consider this: Is the pious being loved by the gods because ...,Win (1 of 3)
10.,2010-10-18 02:24:53,126.28,100%,"Around midafternoon, the snow thinned into sleet, and some u...",Win (1 of 3)
9.,2010-10-18 02:23:41,113.63,100%,I never said I would stay to the end - I knew I would leave ...,No win (3 of 3)
8.,2010-10-17 23:51:55,93.73,100%,Aztec rule was based upon a system of tribute and fear over ...,Win (1 of 3)
7.,2010-10-17 23:50:42,106.03,100%,"He's got a two day head start on you, which is more than he ...",No win (3 of 3)
6.,2010-10-17 23:50:00,80.18,100%,"She was a genius of sadness, immersing herself in it, separa...",No win (2 of 5)
5.,2010-10-17 23:48:37,89.43,100%,"In 1966, Andy Dufresne escaped from Shawshank prison. All th...",No win (3 of 3)
4.,2010-10-17 23:47:43,105.74,100%,Some have a positive vocation for breaking open safes: from ...,No win (3 of 3)
3.,2010-10-17 23:46:50,127.84,100%,The place to improve the world is first in one's own heart a...,Win (1 of 4)
2.,2010-10-17 23:46:05,127.56,100%,I know that you weren't bored that day because there was a l...,Win (1 of 3)
1.,2010-10-17 23:45:11,116.25,100%,"Yet one fine day, in a fit of euphoria, after he had picked ...",Win (1 of 3)
